text,sentiment,labels,ca_related,day,filter_type
GBHU Vaccine Clinics Nov 29 - Dec 5. First and Second doses for all individuals aged 12 and over do not require an appointment (walk-in). #COVID19 @GBPublicHealth https://t.co/3adsaJ5Cyv https://t.co/xECduLo1E6,neut,pandemic-logistics,na,30_nov,keyword
"Yet people will still argue that the fatality isn't high so it doesn't matter.
Get your vaccine, wear a mask! This virus is horrible. This is in a 20 year old. https://t.co/GYm19QrSCK",pos,pandemic-logistics,na,30_nov,keyword
"#CoronavirusUpdates #OmnicronVariant
The potentially #vaccine-resistant variant has concerned governments and unnerved markets around the world. #Omicron has prompted the return of border closures and mandatory testing and mask wearing.https://t.co/WrDgTP1oMz",neut,covid-new-variant,na,30_nov,keyword
Booster shots are now available! Everyone age 18 and older is eligible for a booster shot 6 months after completing their primary vaccine series for Pfizer or Moderna or 2 months after their Johnson &amp; Johnson vaccine. Learn more: https://t.co/smvQ60gfNd https://t.co/t16xVbUvOy,pos,pandemic-logistics,na,30_nov,keyword
"now back to work, can update my moots on omicron. 1st, dont panic. if you are not vaccinated yet, &amp; have no health contraindications, best thing you can do is get vaccinated. Vaccine safety/efficacy is well established now. We want this to end, do your part +",pos,covid-new-variant,na,30_nov,keyword
"the vaccine is causing covid, the pandemic is fake, don't get the vaccine, the government is lying, Bill Gates should be arrested for genocide",neg,covid-controversy,na,30_nov,keyword
"The vaccine is the most important tool in our toolbox as we monitor the Omicron variant of COVID-19.
Get vaccinated and get your booster → https://t.co/R4jqv0uqxC",pos,covid-new-variant,na,30_nov,keyword
"Friendly reminder that it takes about 2 weeks for the antibodies to generate after receiving the vaccine, so if you are planning on getting your booster before HolMat, this is the last week to do so! ❤",pos,pandemic-logistics,na,30_nov,keyword
"A nurse who lost both her parents to Covid-19 says she does not regret their decision not to get the vaccine, but that she resents judgment from friends asking why they didn't get the shot: “Some people make us feel like it’s our fault they’re gone.” https://t.co/OuTTpZ5hUW 05",neg,covid-controversy,na,29_nov,keyword
"So now parents don't just have to book time off to shuttle kids to vaccine appointments, they have to apparently spend time at work - or book time off -- sitting on hold to get an appointment.

...why, again, can't we just vaccinate kids in schools? #bcpoli https://t.co/O2eqZoqj8p",neg,pandemic-logistics,na,29_nov,keyword
All I ask is for god to protect me from this vaccine 🙏🏼,neg,covid-controversy,na,29_nov,keyword
"Ok, this headline I have seen everywhere. “Vaccine makers are also mobilizing to respond with updates.” Does it sound like a software update?",neg,covid-controversy,na,29_nov,keyword
"FormAssembly is the only FedRAMP + HIPAA Compliant web form builder and #datacollection platform, making it the perfect solution for any organization that processes #vaccine forms. Learn more: https://t.co/hTfSxqlggJ https://t.co/IehWRCeu0K",pos,pandemic-legal,non-ca,29_nov,keyword
San Diego Student Wins Religious Rights Injunction for District's COVID Vaccine Mandate - https://t.co/Pfafwy3R9Y https://t.co/Q9DcHT7kGf,neg,pandemic-legal,non-ca,29_nov,keyword
"Instead of #travel bans, we should work on getting the rest of the world vaccinated against COVID, suggest these scientists who believe that keeping out the variants by shutting borders is wishful thinking. https://t.co/n2TkXwPHL1 https://t.co/3X7bkyBDFy",neg,pandemic-logistics,na,29_nov,keyword
"Must all just be a coincidence lmao
Couldn't be the vaxx that is the common denominator, could it?
https://t.co/ipDxR5Hwxw",neg,covid-controversy,na,29_nov,keyword
"According to OMB, roughly 87.8 percent of the department’s staff had received at least one dose of the vaccine regimen as of last week. That translates into about 52,000 of the department’s approximately 426,000 staffers lacking a vaccine.
https://t.co/uavCap73HD",pos,pandemic-logistics,na,29_nov,keyword
NO VACCINE PASSPORTS @OregonGovBrown destroying her state through medical segregation and unconstitutional mandates. #DoNotComply #NoVaccinePassports #SaveOregon #CrimesAgainstHumanity https://t.co/RSQsCGZqI3,neg,covid-controversy,non-ca,29_nov,keyword
"""CMS seeks to overtake an area of traditional state authority by imposing an unprecedented demand to federally dictate the private medical decisions of millions of Americans. Such action challenges traditional notions of federalism.""

https://t.co/2t27KfAvgm",neg,covid-controversy,non-ca,29_nov,keyword
The Omicron variant has been partly blamed on rich countries and vaccine inequality https://t.co/TsfEaijyFh ⁦@SBSNews⁩,neg,covid-new-variant,na,29_nov,keyword
"""Health Minister Christine Elliott says that the Ontario government is considering expanding third dose eligibility to more age groups amid concerns about the new Omicron variant and will have “more to say later this week.”
#Ontario
 https://t.co/QmGxgShabG",pos,pandemic-logistics,ca,29_nov,keyword
Children in #HamOnt received a first dose of their COVID-19 vaccine this weekend. Thank you for helping to protect our community! https://t.co/UbB7uzb5do,pos,pandemic-logistics,ca,29_nov,keyword
"A federal court previously placed a hold on a separate rule requiring businesses with more than 100 employees to ensure their workers get vaccinated or else wear masks and get tested weekly for the coronavirus.
https://t.co/IDNVp3aTqw",neg,pandemic-logistics,na,29_nov,keyword
"Foolish developed nations with their vaccines playing vaccine politics with under developed nations without realizing no one in this world is safe from easy transmission of newer &amp; mutating covid strains

A universal vaccine strategy is the ONLY best approach to ending it.",neg,pandemic-logistics,non-ca,29_nov,keyword
Biden Administration Tells Federal Agencies Not To Suspend or Remove Federal Workers Over Unconstitutional Vaccine Mandate - The Last Refuge https://t.co/63pMTxVftf,neg,pandemic-legal,non-ca,29_nov,keyword
See this is why the pandemic continues - there are many who think like this. You can still catch and spread covid so no a vaccine does not make PPE useless https://t.co/T1OEHu8EuQ,neg,covid-controversy,na,29_nov,keyword
Forcing the Covid vaccine on someone else because you believe it will stop the spread of Covid. Is like someone saying their birth control isn’t going to work unless everyone take birth control. The math just not mathing for me.,neg,covid-controversy,na,29_nov,keyword
there are really kids out here who wanna get vaccinated so they can hang out at their friends house and their parents won't let them get the vaccine,neg,pandemic-logistics,na,29_nov,keyword
Federal Judge Halts Biden Vaccine Mandate for Heath Care Workers https://t.co/X4Q3SK8yZA,neg,pandemic-legal,non-ca,29_nov,keyword
JCVI advice on the UK vaccine response to the Omicron variant - https://t.co/E20fbA8NLz https://t.co/SqvuoDoPEn,neut,covid-new-variant,na,29_nov,keyword
"Movie Theaters Can Attract More Customers With Vaccine Mandates, Lower Ticket Prices, Study Finds
https://t.co/nW3mwcXTFG https://t.co/rUbr8llqRN",pos,pandemic-legal,na,29_nov,keyword
"“the only real question is “will the covid vaccine advent calendar be ready in time to be this year’s holiday must have?”

the ""advent"" of omicron booster shots - by el gato malo https://t.co/jmWIIAVPJB",neut,covid-new-variant,na,29_nov,keyword
"For the 100th time, the vaccine is not a cure. https://t.co/HPfhB2XVMp https://t.co/zmQBNRplsl",neg,covid-controversy,na,29_nov,keyword
Governor: Legal action leads to pause in federal vaccine mandate for health care workers https://t.co/1oRuNNqXGu,neg,pandemic-legal,non-ca,29_nov,keyword
"As vaccine immunity wanes, hospitals are reporting a higher number of vaccinated Covid patients.
41% of hospitalized patients in Massachusetts  are vaccinated (7-day average of hospitalizations is 718; 295 hospitalized patients are breakthrough cases.)
https://t.co/CIQ6HDoDLo",neut,vax-efficiency,na,29_nov,keyword
Federal Judge Blocks Vaccine Mandate For Healthcare Workers In Ten States https://t.co/K1q5tcbsWU,neg,pandemic-legal,non-ca,29_nov,keyword
"Judge Blocks Biden Administration’s COVID-19 Vaccine Mandate for Health Care Workers

https://t.co/MfkcDcV8mD",neg,pandemic-legal,non-ca,29_nov,keyword
"The troubling word there is ""believe"". Belief implies religion not science.  Science ought to be rational, understandable and refutable.  It ought to stand up to scrutiny.  Try to question vaccine ideology and you are branded an idiot and a spreader of misinformation https://t.co/XMcZ6iD7de",neg,covid-controversy,na,29_nov,keyword
"Vaccines will be offered at no costs to Teaneck Public Schools students, district officials said. https://t.co/5oYHHKQcD3",pos,pandemic-logistics,non-ca,29_nov,keyword
"For those who no longer want to remain zombies :
The VentaviaCovid vaccine Scandal
https://t.co/OKXkWD0y2Q",neg,covid-controversy,na,29_nov,keyword
"So basically the vaccine that already doesn't work,probably won't work on the new bulllshit fear porn strain either😆😆#Moronic #OmnicronVariant https://t.co/tard8D2E5B",neg,covid-controversy,na,29_nov,keyword
Shares of Covid vaccine manufacturers are rising due to concerns about Omicron variants https://t.co/JlItecp7yA,neut,covid-new-variant,na,29_nov,keyword
Free Darwin Award for anyone deciding not to get a vaccine,pos,covid-controversy,na,29_nov,keyword
"Butte County Town of Oroville Declares Itself a 'Constitutional Republic' in the Latest Anti-Vaccine Tantrum -
...and I'm the queen of England. https://t.co/yDXfyU7m8Q via @GoogleNews",pos,covid-controversy,na,29_nov,keyword
"First four Omicron cases were all Fully Vaccinated…

According to a public statement by the Botswana government, the new Omicron mutation was first discovered in four people who had received both doses of the COVID vaccine. Meanwhile, Read More @ https://t.co/XncsvozftT https://t.co/cJDFsqtvnC",neut,vax-efficiency,non-ca,29_nov,keyword
Is it wrong for me to want ALL the sheep who got the vaccine to get covid and have no immune response?  It’s an ethical dilemma for sure https://t.co/2tao0eiRJy,neg,covid-controversy,na,29_nov,keyword
"Pfizer and Moderna already working on an Omicron variant vaccine.
Listen: https://t.co/Wl4vIDmz8f or https://t.co/ISiRFDROiY",neut,covid-new-variant,na,29_nov,keyword
Omicron Variant Has Covid-19 Vaccine Makers Preparing for Worst Case https://t.co/wnNH5aeyg3 #WSJ https://t.co/RhFVohSQWv,neg,covid-new-variant,na,29_nov,keyword
"Parma,Italy.

Protesters are carrying pictures of the vaccine injured and dead to remind Italian politicians they will not tolerate this medical tyranny any more. https://t.co/xqV9zTOtMO",neg,covid-controversy,non-ca,29_nov,keyword
"He had no choice, no one was listening to him MANDATE CAVE: White House Suspends Vaccine Mandate for Fed Employees https://t.co/aKF77IyBv3",neg,pandemic-legal,non-ca,29_nov,keyword
"WH Working With Vaccine Makers, FDA To Prepare For Omicron Variant https://t.co/i19qR0X8j4",pos,covid-new-variant,non-ca,29_nov,keyword
"Biden vaccine rule for health workers blocked in 10
states   https://t.co/uC2mONDcfE   #Sarang #India",neg,pandemic-legal,non-ca,29_nov,keyword
Perhaps they just don't want an experimental vaccine every 6 months ! https://t.co/ojWypmkCru,neg,pandemic-legal,na,29_nov,keyword
Both adultes and adolescents Pfizer mRNA vaccine used phosphate-buffered saline (PBS) but as we now found up the current Pfizer batches uses Tris buffer. No clinical trials were done. This can increase/decrease efficacy/safety for better or for worst! https://t.co/TzdL8ee4xv,neut,vax-efficiency,na,29_nov,keyword
"UK now recommends 2nd vaccine dose for 12-15 year olds.
https://t.co/EH7ox7BQs7",pos,pandemic-logistics,non-ca,29_nov,keyword
"https://t.co/dIAudNEr0U If this petition gets 100,000 signatures, it will go to the UN Human Rights Council. Support nurses around the world who are responding to Big Pharma's control of vaccine patents - and governments (EU, CH, Norway, Singapore, UK) https://t.co/TeehCSfHeb",neg,pandemic-legal,non-ca,29_nov,keyword
.@GovKathyHochul says she is not backing down on vaccine mandate for healthcare workers despite staff shortages at certain hospitals. Says she is looking to add personnel with foreign workers and training current members of New York National Guard.,pos,pandemic-logistics,non-ca,29_nov,keyword
"#C4News leading on latest SA variant - already have my booster lined up, but no guarantee it'll work against the latest. The news says it spreads--and presumably mutates--faster, why other quarantine measures are needed to augment the vaccine.",neg,vax-efficiency,na,29_nov,keyword
"#COVIDisAirborne.
I'd advocate for us all (incl. university staff &amp; #students) help with minimising the risk of spreading #C19.
It is a mutating airborne virus, hence combo of vaccine (+ boosters), ventilation (!), masks + distancing help to minimise risks.

Lead by example. https://t.co/soVaEoOGtX",pos,vax-efficiency,na,29_nov,keyword
"And what about opening them borders after the Beijing Olympics?! Sounds fair and right, 2 years r more than enough, we've had enough! We're vaccinated with your dear vaccine china! What r u waiting for?

#takeusbacktochina https://t.co/gy2F2uJ6HV",pos,pandemic-logistics,na,29_nov,keyword
"Nothing to see here, folks.

Covid vaccine makers' stocks soar on Omicron variant concerns https://t.co/mS5a8MAFNI",pos,covid-new-variant,na,29_nov,keyword
https://t.co/GxCACCUlTZ White House Quietly Delays Vaccine Mandate As Another Federal Judge Objects,neg,pandemic-legal,non-ca,29_nov,keyword
"According to Kelly, her vaccine just doesn't work unless everyone else gets vaccinated. https://t.co/OsNU3NLLNl",neg,vax-efficiency,na,29_nov,keyword
honestly i wouldnt be as mad about all these ni restrictions with vaccine passports if the methods of obtaining them MADE SENSE AND WORKED,neg,covid-controversy,na,29_nov,keyword
"Amid mounting fear over the new SARS-COV2 variant Omicron, an expert committee on Covid immunisation is considering to recommend an “additional dose” to those who are immunocompromised or are elderly and at high risk of infection or death due... https://t.co/JKA4RRqLec",pos,covid-new-variant,na,29_nov,keyword
"BREAKING #HEALTHCARE NEWS:  the E.D. of #Missouri just enjoined the #CMS #vaccine #mandate in in MO, NE, AK, KS, IA, WY, AL, SD, ND, and NH. Stay tuned.

Sorry, my #Ohio healthcare clients. It's status quo for you. You should continue good-faith efforts…https://t.co/0sYbe6OlpQ",pos,pandemic-legal,non-ca,29_nov,keyword
"The emergence of #omicron spotlights the need to boost vaccine access in low-income countries - as discussed last month at our conference on #IP &amp; #COVID19 medications, co-hosted w/@HKUniversity, @oneillinstitute, @GeorgetownCAL &amp; @GtownTechLaw. https://t.co/3XYS0niNLx",pos,pandemic-logistics,non-ca,29_nov,keyword
"Predicted by @OldMooresAlmana for 2022 - Covid passports will become a way of life and people who don’t want to have the vaccine will form their own communities and start whole new towns based around their values. #Ireland You read it here first!
https://t.co/7jDLnCcJOt",neg,covid-controversy,non-ca,29_nov,keyword
Get the vaccine but it is unclear if the vaccines work against Omicron. More science up in here..... https://t.co/vzQ09bPriD,neg,vax-efficiency,na,29_nov,keyword
"A lot of Delphi technique going on at the moment. Vaccine passports will not be introduced anytime soon. The threat of it however, will get you to concede your position to something slightly less threatening...for another generation to deal with",neg,covid-controversy,non-ca,29_nov,keyword
"Republican Dismisses Vaccine on Fox News, Praises It on CNN in Breathtaking Flip Flop https://t.co/3URQyRRRoH via @Yahoo",neg,covid-controversy,non-ca,29_nov,keyword
This text service makes it easy to find a COVID vaccine or booster near you &amp; even a ride if you need one! #COVID19NC https://t.co/jxT7wet29d,pos,pandemic-logistics,na,29_nov,keyword
We don’t know anything about it yet…but Pfizer and Moderna say they expect to have new vaccine for omicron variant any day now! Bet it will work great,pos,vax-efficiency,na,29_nov,keyword
"unless you live in the state of texas, no vaccine, testing, or quarantine requirements 🇺🇸 https://t.co/Uf0ZMKEhpw",pos,pandemic-legal,non-ca,29_nov,keyword
Why you need a vaccine when your body can fight it https://t.co/lyPRnLkfTq,neg,covid-controversy,na,29_nov,keyword
"As of November 27, 61.6% of Sacramento County residents have been fully vaccinated, meaning they have received both doses of Pfizer or Moderna, or one dose of the Johnson &amp; Johnson vaccine.

More updates ➡️ https://t.co/sqPwduYX4u https://t.co/uvCzhKId2P",pos,pandemic-logistics,non-ca,29_nov,keyword
The news so depressing I don’t even watch it. I’m so tired of hearing about covid it’s a new variant every week. That’s why that vaccine is bullshit .,neg,vax-efficiency,na,29_nov,keyword
"The new mask mandate is an official admission that the vaccine has failed.
Where we go from here I don't know.
Letting blood?
Leeches? https://t.co/4jbvZAWfj5",neg,vax-efficiency,na,29_nov,keyword
"House Minority Leader Jim Townsend, R-Artesia, on mask and vaccine requirements for entering Roundhouse.

""I think we just ought to recognize that most people don't need some politician telling them what they need to do in order to make tge right decision."" #nmleg",pos,pandemic-logistics,non-ca,29_nov,keyword
Everyone be scared the moronic variant of covid is out and the vaccine doesn't stop it. Nor did it ever stop anything but let's get another covid shot and everyone stay away from friends and family and live in fear for the rest of your lives !!,neg,covid-controversy,na,29_nov,keyword
"State championship #delhs football info. All 4 games at UD. 11am Class 2A; 1:30 Unified; 3:30 Class 3A; 6:00 Class 1A. 1 tix good for all 4 games: $10 GA, $20 for club seats. On sale next week through UD. Proof of vaccine or neg Covid test within 72 hours required for entry.",neut,pandemic-logistics,non-ca,29_nov,keyword
"TONOPAH COVID-19 Vaccine Clinics on Tuesdays, PAHRUMP clinic on Wednesday. Booster doses and flu vaccines available.

Pfizer (ages 5+), Moderna (18+) and the 1-dose Janssen (18+) will be available at all vaccine clinics.

See flyer for details
@ImmunizeNV @NVHealthRespon1 https://t.co/2mlfYh47EB",neut,pandemic-logistics,na,29_nov,keyword
I was ordered to take a flu shot while in the Air Force in 1978. I was the bed ridden for a week. I haven’t taken another flu shot. I got Covid-19 in April 2020. That was the sickest I’ve ever been. God delivered me. I also won’t be taking a vaccine. Thanks. God bless. https://t.co/xYtUKJ3YFj,neg,covid-controversy,na,29_nov,keyword
"#Vaccine #Mandates #Jobs #Coercion #Pfizer @pfizerinc #JoeBiden @joebiden @senatorrandpaul @repthomasmassie @realmarjoriegreene @tedcruz @repnancymace @ White House, Washington DC https://t.co/kbcrAaWh4o",neg,pandemic-legal,na,29_nov,keyword
Pentagon threatens to “decertify” the Oklahoma National Guard if commander doesn’t reverse his ban on COVID vaccine mandate https://t.co/QdRMVLJeBy,neg,pandemic-legal,non-ca,29_nov,keyword
"There’s an open call for a Postdoctoral Fellowship, within the project ""The response of immunocompromised people to COVID-19 vaccine"", funded by AstraZeneca.

The deadline for applications is December 2nd, 2021.

For more information, please visit https://t.co/7VGyImZB6C https://t.co/2szt4SPXEO",neut,vax-efficiency,na,29_nov,keyword
All I know is I ain’t getting no mo damn vaccine shots. I don’t give a fuck who’s requiring it,neg,covid-controversy,na,29_nov,keyword
".@TCMIndy is addressing #CovidVaccine  misconceptions and myths, ahead of a vaccination clinic at the museum on Thursday: https://t.co/9Al39ZlW2i",pos,pandemic-logistics,na,29_nov,keyword
"I found this on NewsBreak – the #1 local news app used by 45+ million people: 4 GOP-controlled states are changing their unemployment laws to allow those defying COVID-19 vaccine mandates to get benefits
https://t.co/xmjAbvfOCB",neg,covid-controversy,na,29_nov,keyword
I would love to know who their sample was.  Every pediatrician I have met leapt at the chance to vaccine their children #vaccineswork https://t.co/Ppa0WplY2t,pos,vax-efficiency,na,29_nov,keyword
Here you… past vaccines no good to new shizzle vaccine variants.. roll your sleeves up sheeple.. time for another booster https://t.co/nub1pFrqaZ,neg,covid-controversy,na,29_nov,keyword
"In Idaho there has been a long fight to add LGBT workplace protections to prevent folks from being fired for their sexuality. Well the Idaho House just voted to add those protections, but for anti-vaxxers instead. https://t.co/LtKt0z40Le",neg,pandemic-logistics,non-ca,29_nov,keyword
"""Whenever you hear someone draw a comparison to past vaccination programs like Smallpox or Polio, inform them that the vaccine . . .""
https://t.co/MWHvYEL571",neg,covid-controversy,na,29_nov,keyword
"After just three days, Waterloo Public Health says 10 per cent of children aged five to 11 from the area have received a dose of COVID-19 vaccine. https://t.co/E7fH1u80uf",pos,pandemic-logistics,ca,29_nov,keyword
"Please follow this Swedish master of all things vaccine, @CeciliaNordens1, and please do bookmark her blog.

Fascinating research and thoughtful questions. https://t.co/S0n39OZ2wM",pos,vax-efficiency,non-ca,29_nov,keyword
Pfizer sues former employee for allegedly stealing Covid-19 vaccine documents https://t.co/IZvnjQMhYe via @statnews @pharmalot,neg,pandemic-legal,na,29_nov,keyword
This 11 year old getting first #vaccine in tears 😭 cuz they wouldn't let her use the 🚽 (they finally relented) https://t.co/g8pAe4VwGs,neg,covid-controversy,na,29_nov,keyword
"Federal judge blocks Biden vaccine mandate for health care workers in Missouri, 9 other states #SmartNews  Wonder of Wonders. All these states are red. #GetTheVaccine https://t.co/QtilLPXWu2",neg,pandemic-legal,non-ca,29_nov,keyword
"Vaccine mandate for health care workers halted in Missouri for now, judge rules https://t.co/QmECfRbj8s",neg,pandemic-legal,non-ca,29_nov,keyword
"Please do not take the vaccine rather get your Covid-19 Vaccine card without the vaccine

We offer to all countries
👉 CDC covid card for USA
👉 NHS covid pass for UK
👉 Canada covid pass
👉 Australia digital covid certificate
👉 EU digital covid certificate https://t.co/GGXHHKBhlx",neg,pandemic-legal,non-ca,29_nov,keyword
Biden Administration Tells Federal Agencies Not To Suspend or Remove Federal Workers Over Unconstitutional Vaccine Mandate https://t.co/8tgkyLVPsP,pos,pandemic-legal,non-ca,29_nov,keyword
"Thousands of people double vac with booster, are now severely on with COVID-19, surely now can people not see the vaccine ain’t worth nothing, and it’s all a big con",neg,covid-controversy,na,29_nov,keyword
"So says the anti mask, anti vaccine, anti mandate imbeciles of the craven @GOP whose every word and action is designed to weaken any and every Covid response. #GOPKills https://t.co/y9Uqhdob3l",pos,covid-controversy,non-ca,29_nov,keyword
"I don't make the Rules. You don't make the Rules.  Let's stop arguing against each other.  I'm going to do that starting Now.  The Division is harder on my heart and head than any virus, vaccine, mask or isolation ever were.",pos,pandemic-logistics,na,29_nov,keyword
"#coronavirusUS #COVID #COVIDIOTS Through deaths #lockdownextensions, raised #suicides #domesticviolence, #sexualabuse unemployment etc. #Covid_19 has caused havoc. #Hunger &amp; #riots R awaited. No drug no #vaccine STOP IT. Take advice https://t.co/Q9gFNSRYsp https://t.co/hMwlss70uz",neg,covid-controversy,non-ca,29_nov,keyword
"Live on #JoyNewsPrime

Ghana will ramp up its COVID-19 vaccination campaign next month and make the vaccine mandatory for targeted groups including all public sector and health workers from Jan. 22, health service Director-General Patrick Kuma-Aboagye said on Sunday. Ghana,",pos,pandemic-logistics,na,29_nov,keyword
"Same COVID Different Funding, why sell one Vaccine when you can sell 4. C'mon even the greatest covidite must now be beginning to see a pattern.
This stopped being #COVID19 after Flatten the Curve, its now for power, control, and money? #CovidVaccine #DeltaVariant #OmicronVariant https://t.co/6DulyDZFLS",neg,covid-controversy,na,29_nov,keyword
"Some #LGBTQ+ #people #worry that the #COVID19 #vaccine will affect #HIV #medication. It won’t.

#Women #Transgender #LGBTQIA #Healthcare #Health #Covid19 #HIV #AIDS
https://t.co/X6ukyphwx8",neut,vax-efficiency,na,29_nov,keyword
A booster every 3 months is not good enough. With the ammount of variants we are seeing our bodies will need monthly vaccine updates. https://t.co/547qjDHH5w,neg,pandemic-logistics,na,29_nov,keyword
"Covid Briefing: UK reports 42,583 cases booster jabs offered to all adults. As More people still needing jabs...and are refusing,
And Yes People Are Needing to Cancel their Christmas Holiday get Aways 😘👌🏼

https://t.co/lLixlokSCU",neg,pandemic-logistics,non-ca,29_nov,keyword
"We have no money for nurses' raises, 10 paid sick days, proper ventilation in schools, or a timely rollout of third doses of covid vaccine, but Ford has endless time and (our) money to throw in the direction of the Cortelluccis and others of his donor pals. https://t.co/8Y6bteQuVn",neg,pandemic-logistics,non-ca,29_nov,keyword
"All I remember is I took the vaccine then woke up 3 days later, at least this time my mom couldn't scold me for sleeping too much tho",neg,covid-controversy,na,29_nov,keyword
"The doctor heading India's vaccine rollout today defended the decision to delay a roll out of booster doses in the country. ''What is true for Israel, for Europe or North America may not be truly... https://t.co/JGbYZF2BM7",pos,pandemic-logistics,non-ca,29_nov,keyword
"Dr. @JReinerMD of @GWpublichealth  remains clear in public health messaging that the only newsworthy component currently coming from the #Omicron variant is #COVID19 vaccine hoarding is occurring which means Africa needs equitable support not useless travel bans.
@WHO @WHOAFRO https://t.co/R1vDn3IHAt",neg,pandemic-logistics,non-ca,29_nov,keyword
".@FoxNews,can you stop lying about the vaccine?After all,we can see that it doesn't work. Worse,the most vaccinated countries have the highest number of C19 deaths. The statistics are widely available and you can see that Africa is doing the best. https://t.co/Z5Vxf3QuzN",neg,covid-controversy,non-ca,29_nov,keyword
"Today @China, @fauchi and the @joebiden administration are responsible for over 5 million worldwide, 777 thousand US covid-19 deaths and 100 thousand drug overdose deaths.. Also FAILED mask and vaccine policies. @Pelosi
@CNNPolitics @ABCPolitics @newsmax",neg,pandemic-logistics,non-ca,29_nov,keyword
"Even though there IS a free vaccine that gives significant protection from CV19, some ppl are willing to suffer the illness and risk 'long covid' and even death just to ""own the Libs""!!
SMH https://t.co/CnZOxz1bcF",pos,covid-controversy,na,29_nov,keyword
"Federal Judge blocks New York state vaccine mandate for health care workers

https://t.co/gfJNRPHq9b",neg,pandemic-legal,non-ca,29_nov,keyword
"BREAKING: FEDERAL JUDGE BLOCKS BIDEN’S VACCINE MANDATE IN 10 STATES THAT HAD BROUGHT THE FIRST LEGAL CHALLENGE AGAINST THE REQUIREMENT
(AP)",neg,pandemic-legal,non-ca,29_nov,keyword
Washtenaw County Offers COVID Vaccine Recalls Every 18 Years and Over https://t.co/uHAj8t5lw4,pos,pandemic-logistics,non-ca,29_nov,keyword
The impressive Kate Bingham led the Vaccine Task Force in making truly effective pandemic investment choices for the UK in 2020. Looking forward she warns against the ethos that rewards churn and fails to get civil servants and Ministers with STEM skills: https://t.co/q6wCcD4HYI,neg,pandemic-logistics,non-ca,29_nov,keyword
"Reeves: Individual choice for vaccines OK, but not for abortion - Mississippi Today https://t.co/Cj1XCZ59ID",pos,pandemic-legal,non-ca,29_nov,keyword
"The agency did not get approval from Congress to mandate vaccinations for health care workers, Schelp wrote, and the rules were issued without a standard period for public comment.  https://t.co/ck0UoO2nwl",neg,pandemic-legal,non-ca,29_nov,keyword
BREAKING: Federal Judge Halts Biden’s Vaccine Mandate for Health Care Workers https://t.co/NFqVqW6aNh via @greggjarrett,neg,pandemic-legal,non-ca,29_nov,keyword
Still find it funny that people won’t have the vaccine because they think it’s dodgy,pos,vax-efficiency,na,29_nov,keyword
"AT LAST! A scientific discussion between 4 expert vaccionologists. You will be shocked at their common concerns!!!
https://t.co/criqukjh3z",neg,covid-controversy,na,29_nov,keyword
"Sharing for our friends at Grant County Health District.

Upcoming vaccine event in Soap Lake!
Sign up here: https://t.co/Tx7Klj8AzZ

The cost is free, and no insurance is needed. https://t.co/FNhwBsQxtG",pos,pandemic-logistics,na,29_nov,keyword
"Me with pre-Covid kid: to meet/see him you must have a TDAP, and a flu shot would be nice

Me with 2 years into Covid kid: to meet/see little girl you must have TDAP, flu shot, both doses of Covid vaccine. Booster a plus. Please bring proof of all 😅",pos,pandemic-logistics,na,29_nov,keyword
"BREAKING: Federal judge HALTS Biden’s vaccine mandate in 10 states that had brought first legal challenge against requirement.
- Missouri
- Nebraska
- Arkansas
- Iowa
- Wyoming
- Alaska
- South Dakota
- North Dakota
- New Hampshire
- Kansas

#FJB #Bidenflation #BidenIsARacist",neg,pandemic-legal,non-ca,29_nov,keyword
A List Of People Who Had Their Leg Amputated Shortly After Receiving COVID-19 Vaccine https://t.co/CN27n73VFa,neg,covid-controversy,na,29_nov,keyword
"ASHT has put together information on the CMS and OSHA vaccine requirements.

There is speculation about whether these requirements will ultimately be mandated due to lawsuits and appeals; however, in the interest of being prepared, here is what we know: https://t.co/iVMWksbDHJ. https://t.co/LyBTRdRk2u",pos,pandemic-legal,non-ca,29_nov,keyword
"US Dictionary Merriam-Webster Declares 'Vaccine' As Word Of The Year https://t.co/mngPkr7bSA The American dictionary of reference Merriam-Webster on Monday revealed ""vaccine"" to be its word of the year for 2021, reflecting both the hopes and deep divisions sparked by vaccinatio… https://t.co/OauZOMDZ7X",neut,pandemic-legal,non-ca,29_nov,keyword
"This is what is fueling Covid19 in all its variants including #Delta #Omicron in the USA, EU, UK etc. Its airborne. It's not Southern Africa as the world is being misinformed. Vaccine imperialism is in play in all this. https://t.co/SkUUZdzUSx",neg,covid-new-variant,non-ca,29_nov,keyword
Ladies and gentlemen I give you our caring vaccinated vaccine pushers @jimmy_viz and @DoctorLunge aren’t they just so sweet and caring? They wear a mask and get vaccinated to protect you. Nothing to do with their fear. Sad proof of what we are dealing with @fly_girl7 https://t.co/xsUrpnJUwf,pos,pandemic-logistics,na,29_nov,keyword
"China to provide 1 billion Covid-19 vaccine doses to Africa in 2022. 600 million will be donated, the rest will be produced by Chinese-African joint ventures.

I for one look forward to watching the Western media try to frame this as Chinese 'imperialism'

https://t.co/gq09e0oGlQ",pos,pandemic-logistics,non-ca,29_nov,keyword
What is the word for people who want to vaccinate their kids when they know full well their vaccine is no longer effective and need boosters?,neg,covid-controversy,na,29_nov,keyword
